site_id,month_year,actual_kwh,expected_kwh,performance_ratio,deviation_kwh,deviation_pct,year,month,quarter,month_sin,month_cos,is_summer,is_winter,is_spring,is_autumn,lag_1m,lag_3m,lag_6m,lag_12m,roll_avg_3m,expected_roll_3m,roll_avg_6m,expected_roll_6m,roll_avg_12m,expected_roll_12m,yoy_growth,is_anomaly,has_actual,total_historical_alerts,critical_alerts,medium_alerts,low_alerts,open_alerts,max_impact,avg_impact,inverter_fault_count,string_fault_count,communication_fault_count,grid_fault_count,optimizer_fault_count,module_fault_count,freezing_count,dc_isolation_count,has_critical_alert,alert_types_list
Site_003,2024-01-01,3032.0,7957.0,0.3810481337187382,-4925.0,-61.895186628126176,2024,1,1,0.4999999999999999,0.8660254037844387,0,1,0,0,4390.0,9108.0,16344.0,809.0,6701.0,7661.666666666667,10258.666666666666,10521.166666666666,8204.0,11014.666666666666,2.747836835599505,1.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-02-01,8036.0,9193.0,0.8741433699554009,-1157.0,-12.585663004459915,2024,2,1,0.8660254037844386,0.5000000000000001,0,1,0,0,3032.0,6605.0,14526.0,0.0,4675.666666666667,7216.666666666667,8040.0,9397.666666666666,8389.25,11011.333333333334,inf,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-03-01,10618.0,11784.0,0.9010522742701969,-1166.0,-9.894772572980312,2024,3,1,1.0,6.123233995736766e-17,0,0,1,0,8036.0,4390.0,10579.0,0.0,5152.666666666667,7910.666666666667,6958.333333333333,8669.666666666666,9058.916666666666,11007.5,inf,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-04-01,13484.0,12494.0,1.0792380342564432,990.0,7.923803425644309,2024,4,2,0.8660254037844387,-0.4999999999999998,0,0,1,0,10618.0,3032.0,9108.0,1271.0,7228.666666666667,9644.666666666666,6964.833333333333,8653.166666666666,9943.75,11002.583333333334,9.608969315499609,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-05-01,15997.0,13770.0,1.1617283950617283,2227.0,16.17283950617284,2024,5,2,0.4999999999999999,-0.8660254037844387,0,0,1,0,13484.0,8036.0,6605.0,19945.0,10712.666666666666,11157.0,7694.166666666667,9186.833333333334,10961.5,10997.333333333334,-0.1979443469541238,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-06-01,17802.0,13507.0,1.3179832679351446,4295.0,31.79832679351448,2024,6,2,1.2246467991473532e-16,-1.0,1,0,0,0,15997.0,10618.0,4390.0,14871.0,13366.333333333334,12682.666666666666,9259.5,10296.666666666666,10632.5,10991.583333333334,0.1970950171474681,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-07-01,16160.0,14624.0,1.1050328227571116,1536.0,10.50328227571116,2024,7,3,-0.4999999999999997,-0.8660254037844388,1,0,0,0,17802.0,13484.0,3032.0,16344.0,15761.0,13257.0,11494.833333333334,11450.833333333334,10876.75,10986.0,-0.0112579539892315,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-08-01,15244.0,13493.0,1.1297709923664123,1751.0,12.97709923664122,2024,8,3,-0.8660254037844384,-0.5000000000000004,1,0,0,0,16160.0,15997.0,8036.0,14526.0,16653.0,13967.0,13682.833333333334,12562.0,10861.416666666666,10979.833333333334,0.0494286107669006,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-09-01,12122.0,11823.0,1.025289689588091,299.0,2.528968958809101,2024,9,3,-1.0,-1.8369701987210292e-16,0,0,0,1,15244.0,17802.0,10618.0,10579.0,16402.0,13874.666666666666,14884.166666666666,13278.666666666666,10921.25,10974.166666666666,0.1458549957462898,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-10-01,9577.0,9246.0,1.035799264546831,331.0,3.579926454683106,2024,10,4,-0.8660254037844386,0.5000000000000001,0,0,0,1,12122.0,16160.0,13484.0,9108.0,14508.666666666666,13313.333333333334,15134.833333333334,13285.166666666666,11049.833333333334,10969.166666666666,0.0514931927975406,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-11-01,6586.0,7076.0,0.930751837196156,-490.0,-6.924816280384398,2024,11,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,9577.0,15244.0,15997.0,6605.0,12314.333333333334,11520.666666666666,14483.666666666666,12743.833333333334,11088.916666666666,10965.333333333334,-0.0028766086298258,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2024-12-01,3723.0,6548.0,0.5685705558949298,-2825.0,-43.14294441050702,2024,12,4,-2.4492935982947064e-16,1.0,0,1,0,0,6586.0,12122.0,17802.0,4390.0,9428.333333333334,9381.666666666666,12915.166666666666,11628.166666666666,11087.333333333334,10962.416666666666,-0.1519362186788154,1.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2025-01-01,4348.0,7917.0,0.5491979285082733,-3569.0,-45.080207149172665,2025,1,1,0.4999999999999999,0.8660254037844387,0,1,0,0,3723.0,9577.0,16160.0,3032.0,6628.666666666667,7623.333333333333,10568.666666666666,10468.333333333334,11031.75,10959.583333333334,0.4340369393139842,1.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2025-02-01,3941.0,9147.0,0.4308516453482016,-5206.0,-56.91483546517984,2025,2,1,0.8660254037844386,0.5000000000000001,0,1,0,0,4348.0,6586.0,15244.0,8036.0,4885.666666666667,7180.333333333333,8600.0,9350.5,11141.416666666666,10956.25,-0.509581881533101,1.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2025-03-01,11309.0,11725.0,0.9645202558635394,-416.0,-3.547974413646055,2025,3,1,1.0,6.123233995736766e-17,0,0,1,0,3941.0,3723.0,12122.0,10618.0,4004.0,7870.666666666667,6716.166666666667,8626.166666666666,10800.166666666666,10952.416666666666,0.0650781691467319,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2025-04-01,13726.0,12431.0,1.1041750462553297,1295.0,10.417504625532942,2025,4,2,0.8660254037844387,-0.4999999999999998,0,0,1,0,11309.0,4348.0,9577.0,13484.0,6532.666666666667,9596.333333333334,6580.666666666667,8609.833333333334,10857.75,10947.5,0.0179471966775437,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2025-05-01,13890.0,13701.0,1.013794613531859,189.0,1.3794613531858988,2025,5,2,0.4999999999999999,-0.8660254037844387,0,0,1,0,13726.0,3941.0,6586.0,15997.0,9658.666666666666,11101.0,7272.166666666667,9140.666666666666,10877.916666666666,10942.25,-0.1317121960367568,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2025-06-01,16119.0,13439.0,1.1994195996725947,2680.0,19.941959967259468,2025,6,2,1.2246467991473532e-16,-1.0,1,0,0,0,13890.0,11309.0,3723.0,17802.0,12975.0,12619.0,8489.5,10244.833333333334,10702.333333333334,10936.5,-0.0945399393326592,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
Site_003,2025-07-01,17289.0,14551.0,1.1881657618033126,2738.0,18.81657618033125,2025,7,3,-0.4999999999999997,-0.8660254037844388,1,0,0,0,16119.0,13726.0,4348.0,16160.0,14578.333333333334,13190.333333333334,10555.5,11393.333333333334,10562.083333333334,10930.833333333334,0.0698638613861386,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,none
